region	sector	unit
GB	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
GB	Electricity by coal	M.EUR
GB	Electricity by gas	M.EUR
GB	Electricity by nuclear	M.EUR
GB	Electricity by hydro	M.EUR
GB	Electricity by wind	M.EUR
GB	Electricity by petroleum and other oil derivatives	M.EUR
GB	Electricity by biomass and waste	M.EUR
GB	Electricity by solar photovoltaic	M.EUR
GB	Electricity by solar thermal	M.EUR
GB	Electricity by tide, wave, ocean	M.EUR
GB	Electricity by Geothermal	M.EUR
GB	Electricity nec	M.EUR
GB	Transmission services of electricity	M.EUR
GB	Distribution and trade services of electricity	M.EUR
GB	Coke oven gas	M.EUR
GB	Blast Furnace Gas	M.EUR
GB	Oxygen Steel Furnace Gas	M.EUR
GB	Gas Works Gas	M.EUR
GB	Biogas	M.EUR
GB	Distribution services of gaseous fuels through mains	M.EUR
GB	Steam and hot water supply services	M.EUR
GB	Collected and purified water, distribution services of water (41)	M.EUR
GB	Construction work (45)	M.EUR
GB	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
GB	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
GB	Retail trade services of motor fuel	M.EUR
GB	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
GB	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
GB	Hotel and restaurant services (55)	M.EUR
GB	Railway transportation services	M.EUR
GB	Other land transportation services	M.EUR
GB	Transportation services via pipelines	M.EUR
GB	Sea and coastal water transportation services	M.EUR
GB	Inland water transportation services	M.EUR
GB	Air transport services (62)	M.EUR
GB	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
GB	Post and telecommunication services (64)	M.EUR
GB	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
GB	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
GB	Services auxiliary to financial intermediation (67)	M.EUR
GB	Real estate services (70)	M.EUR
GB	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
GB	Computer and related services (72)	M.EUR
GB	Research and development services (73)	M.EUR
GB	Other business services (74)	M.EUR
GB	Public administration and defence services; compulsory social security services (75)	M.EUR
GB	Education services (80)	M.EUR
GB	Health and social work services (85)	M.EUR
GB	Food waste for treatment: incineration	M.EUR
GB	Paper waste for treatment: incineration	M.EUR
GB	Plastic waste for treatment: incineration	M.EUR
GB	Intert/metal waste for treatment: incineration	M.EUR
GB	Textiles waste for treatment: incineration	M.EUR
GB	Wood waste for treatment: incineration	M.EUR
GB	Oil/hazardous waste for treatment: incineration	M.EUR
GB	Food waste for treatment: biogasification and land application	M.EUR
GB	Paper waste for treatment: biogasification and land application	M.EUR
GB	Sewage sludge for treatment: biogasification and land application	M.EUR
GB	Food waste for treatment: composting and land application	M.EUR
GB	Paper and wood waste for treatment: composting and land application	M.EUR
GB	Food waste for treatment: waste water treatment	M.EUR
GB	Other waste for treatment: waste water treatment	M.EUR
GB	Food waste for treatment: landfill	M.EUR
GB	Paper for treatment: landfill	M.EUR
GB	Plastic waste for treatment: landfill	M.EUR
GB	Inert/metal/hazardous waste for treatment: landfill	M.EUR
GB	Textiles waste for treatment: landfill	M.EUR
GB	Wood waste for treatment: landfill	M.EUR
GB	Membership organisation services n.e.c. (91)	M.EUR
GB	Recreational, cultural and sporting services (92)	M.EUR
GB	Other services (93)	M.EUR
GB	Private households with employed persons (95)	M.EUR
GB	Extra-territorial organizations and bodies	M.EUR
US	Paddy rice	M.EUR
US	Wheat	M.EUR
US	Cereal grains nec	M.EUR
US	Vegetables, fruit, nuts	M.EUR
US	Oil seeds	M.EUR
US	Sugar cane, sugar beet	M.EUR
US	Plant-based fibers	M.EUR
US	Crops nec	M.EUR
US	Cattle	M.EUR
US	Pigs	M.EUR
US	Poultry	M.EUR
US	Meat animals nec	M.EUR
US	Animal products nec	M.EUR
US	Raw milk	M.EUR
US	Wool, silk-worm cocoons	M.EUR
US	Manure (conventional treatment)	M.EUR
US	Manure (biogas treatment)	M.EUR
US	Products of forestry, logging and related services (02)	M.EUR
US	Fish and other fishing products; services incidental of fishing (05)	M.EUR
US	Anthracite	M.EUR
US	Coking Coal	M.EUR
US	Other Bituminous Coal	M.EUR
US	Sub-Bituminous Coal	M.EUR
US	Patent Fuel	M.EUR
US	Lignite/Brown Coal	M.EUR
US	BKB/Peat Briquettes	M.EUR
US	Peat	M.EUR
US	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
US	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
US	Natural Gas Liquids	M.EUR
US	Other Hydrocarbons	M.EUR
US	Uranium and thorium ores (12)	M.EUR
US	Iron ores	M.EUR
US	Copper ores and concentrates	M.EUR
US	Nickel ores and concentrates	M.EUR
US	Aluminium ores and concentrates	M.EUR
US	Precious metal ores and concentrates	M.EUR
US	Lead, zinc and tin ores and concentrates	M.EUR
US	Other non-ferrous metal ores and concentrates	M.EUR
US	Stone	M.EUR
US	Sand and clay	M.EUR
US	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
US	Products of meat cattle	M.EUR
US	Products of meat pigs	M.EUR
US	Products of meat poultry	M.EUR
US	Meat products nec	M.EUR
US	products of Vegetable oils and fats	M.EUR
US	Dairy products	M.EUR
US	Processed rice	M.EUR
US	Sugar	M.EUR
US	Food products nec	M.EUR
US	Beverages	M.EUR
US	Fish products	M.EUR
US	Tobacco products (16)	M.EUR
US	Textiles (17)	M.EUR
US	Wearing apparel; furs (18)	M.EUR
US	Leather and leather products (19)	M.EUR
US	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
US	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
US	Pulp	M.EUR
US	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
US	Paper and paper products	M.EUR
US	Printed matter and recorded media (22)	M.EUR
US	Coke Oven Coke	M.EUR
US	Gas Coke	M.EUR
US	Coal Tar	M.EUR
US	Motor Gasoline	M.EUR
US	Aviation Gasoline	M.EUR
US	Gasoline Type Jet Fuel	M.EUR
US	Kerosene Type Jet Fuel	M.EUR
US	Kerosene	M.EUR
US	Gas/Diesel Oil	M.EUR
US	Heavy Fuel Oil	M.EUR
US	Refinery Gas	M.EUR
US	Liquefied Petroleum Gases (LPG)	M.EUR
US	Refinery Feedstocks	M.EUR
US	Ethane	M.EUR
US	Naphtha	M.EUR
US	White Spirit & SBP	M.EUR
US	Lubricants	M.EUR
US	Bitumen	M.EUR
US	Paraffin Waxes	M.EUR
US	Petroleum Coke	M.EUR
US	Non-specified Petroleum Products	M.EUR
US	Nuclear fuel	M.EUR
US	Plastics, basic	M.EUR
US	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
US	N-fertiliser	M.EUR
US	P- and other fertiliser	M.EUR
US	Chemicals nec	M.EUR
US	Charcoal	M.EUR
US	Additives/Blending Components	M.EUR
US	Biogasoline	M.EUR
US	Biodiesels	M.EUR
US	Other Liquid Biofuels	M.EUR
US	Rubber and plastic products (25)	M.EUR
US	Glass and glass products	M.EUR
US	Secondary glass for treatment, Re-processing of secondary glass into new glass	M.EUR
US	Ceramic goods	M.EUR
US	Bricks, tiles and construction products, in baked clay	M.EUR
US	Cement, lime and plaster	M.EUR
US	Ash for treatment, Re-processing of ash into clinker	M.EUR
US	Other non-metallic mineral products	M.EUR
US	Basic iron and steel and of ferro-alloys and first products thereof	M.EUR
US	Secondary steel for treatment, Re-processing of secondary steel into new steel	M.EUR
US	Precious metals	M.EUR
US	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	M.EUR
US	Aluminium and aluminium products	M.EUR
US	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	M.EUR
US	Lead, zinc and tin and products thereof	M.EUR
US	Secondary lead for treatment, Re-processing of secondary lead into new lead	M.EUR
US	Copper products	M.EUR
US	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
US	Other non-ferrous metal products	M.EUR
US	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
US	Foundry work services	M.EUR
US	Fabricated metal products, except machinery and equipment (28)	M.EUR
US	Machinery and equipment n.e.c. (29)	M.EUR
US	Office machinery and computers (30)	M.EUR
US	Electrical machinery and apparatus n.e.c. (31)	M.EUR
US	Radio, television and communication equipment and apparatus (32)	M.EUR
US	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
US	Motor vehicles, trailers and semi-trailers (34)	M.EUR
US	Other transport equipment (35)	M.EUR
US	Furniture; other manufactured goods n.e.c. (36)	M.EUR
US	Secondary raw materials	M.EUR
US	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
US	Electricity by coal	M.EUR
US	Electricity by gas	M.EUR
US	Electricity by nuclear	M.EUR
US	Electricity by hydro	M.EUR
US	Electricity by wind	M.EUR
US	Electricity by petroleum and other oil derivatives	M.EUR
US	Electricity by biomass and waste	M.EUR
US	Electricity by solar photovoltaic	M.EUR
US	Electricity by solar thermal	M.EUR
US	Electricity by tide, wave, ocean	M.EUR
US	Electricity by Geothermal	M.EUR
US	Electricity nec	M.EUR
US	Transmission services of electricity	M.EUR
US	Distribution and trade services of electricity	M.EUR
US	Coke oven gas	M.EUR
US	Blast Furnace Gas	M.EUR
US	Oxygen Steel Furnace Gas	M.EUR
US	Gas Works Gas	M.EUR
US	Biogas	M.EUR
US	Distribution services of gaseous fuels through mains	M.EUR
US	Steam and hot water supply services	M.EUR
US	Collected and purified water, distribution services of water (41)	M.EUR
US	Construction work (45)	M.EUR
US	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
US	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
US	Retail trade services of motor fuel	M.EUR
US	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
US	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
US	Hotel and restaurant services (55)	M.EUR
US	Railway transportation services	M.EUR
US	Other land transportation services	M.EUR
US	Transportation services via pipelines	M.EUR
US	Sea and coastal water transportation services	M.EUR
US	Inland water transportation services	M.EUR
US	Air transport services (62)	M.EUR
US	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
US	Post and telecommunication services (64)	M.EUR
US	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
US	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
US	Services auxiliary to financial intermediation (67)	M.EUR
US	Real estate services (70)	M.EUR
US	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
US	Computer and related services (72)	M.EUR
US	Research and development services (73)	M.EUR
US	Other business services (74)	M.EUR
US	Public administration and defence services; compulsory social security services (75)	M.EUR
US	Education services (80)	M.EUR
US	Health and social work services (85)	M.EUR
US	Food waste for treatment: incineration	M.EUR
US	Paper waste for treatment: incineration	M.EUR
US	Plastic waste for treatment: incineration	M.EUR
US	Intert/metal waste for treatment: incineration	M.EUR
US	Textiles waste for treatment: incineration	M.EUR
US	Wood waste for treatment: incineration	M.EUR
US	Oil/hazardous waste for treatment: incineration	M.EUR
US	Food waste for treatment: biogasification and land application	M.EUR
US	Paper waste for treatment: biogasification and land application	M.EUR
US	Sewage sludge for treatment: biogasification and land application	M.EUR
US	Food waste for treatment: composting and land application	M.EUR
US	Paper and wood waste for treatment: composting and land application	M.EUR
US	Food waste for treatment: waste water treatment	M.EUR
US	Other waste for treatment: waste water treatment	M.EUR
US	Food waste for treatment: landfill	M.EUR
US	Paper for treatment: landfill	M.EUR
US	Plastic waste for treatment: landfill	M.EUR
US	Inert/metal/hazardous waste for treatment: landfill	M.EUR
US	Textiles waste for treatment: landfill	M.EUR
US	Wood waste for treatment: landfill	M.EUR
US	Membership organisation services n.e.c. (91)	M.EUR
US	Recreational, cultural and sporting services (92)	M.EUR
US	Other services (93)	M.EUR
US	Private households with employed persons (95)	M.EUR
US	Extra-territorial organizations and bodies	M.EUR
JP	Paddy rice	M.EUR
JP	Wheat	M.EUR
JP	Cereal grains nec	M.EUR
JP	Vegetables, fruit, nuts	M.EUR
JP	Oil seeds	M.EUR
JP	Sugar cane, sugar beet	M.EUR
JP	Plant-based fibers	M.EUR
JP	Crops nec	M.EUR
JP	Cattle	M.EUR
JP	Pigs	M.EUR
JP	Poultry	M.EUR
JP	Meat animals nec	M.EUR
JP	Animal products nec	M.EUR
JP	Raw milk	M.EUR
JP	Wool, silk-worm cocoons	M.EUR
JP	Manure (conventional treatment)	M.EUR
JP	Manure (biogas treatment)	M.EUR
JP	Products of forestry, logging and related services (02)	M.EUR
JP	Fish and other fishing products; services incidental of fishing (05)	M.EUR
JP	Anthracite	M.EUR
JP	Coking Coal	M.EUR
JP	Other Bituminous Coal	M.EUR
JP	Sub-Bituminous Coal	M.EUR
JP	Patent Fuel	M.EUR
JP	Lignite/Brown Coal	M.EUR
JP	BKB/Peat Briquettes	M.EUR
JP	Peat	M.EUR
JP	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
JP	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
JP	Natural Gas Liquids	M.EUR
JP	Other Hydrocarbons	M.EUR
JP	Uranium and thorium ores (12)	M.EUR
JP	Iron ores	M.EUR
JP	Copper ores and concentrates	M.EUR
JP	Nickel ores and concentrates	M.EUR
JP	Aluminium ores and concentrates	M.EUR
JP	Precious metal ores and concentrates	M.EUR
JP	Lead, zinc and tin ores and concentrates	M.EUR
JP	Other non-ferrous metal ores and concentrates	M.EUR
JP	Stone	M.EUR
JP	Sand and clay	M.EUR
JP	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
JP	Products of meat cattle	M.EUR
JP	Products of meat pigs	M.EUR
JP	Products of meat poultry	M.EUR
JP	Meat products nec	M.EUR
JP	products of Vegetable oils and fats	M.EUR
JP	Dairy products	M.EUR
JP	Processed rice	M.EUR
JP	Sugar	M.EUR
JP	Food products nec	M.EUR
JP	Beverages	M.EUR
JP	Fish products	M.EUR
JP	Tobacco products (16)	M.EUR
JP	Textiles (17)	M.EUR
JP	Wearing apparel; furs (18)	M.EUR
JP	Leather and leather products (19)	M.EUR
JP	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
JP	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
JP	Pulp	M.EUR
JP	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
JP	Paper and paper products	M.EUR
JP	Printed matter and recorded media (22)	M.EUR
JP	Coke Oven Coke	M.EUR
JP	Gas Coke	M.EUR
JP	Coal Tar	M.EUR
JP	Motor Gasoline	M.EUR
JP	Aviation Gasoline	M.EUR
JP	Gasoline Type Jet Fuel	M.EUR
JP	Kerosene Type Jet Fuel	M.EUR
JP	Kerosene	M.EUR
JP	Gas/Diesel Oil	M.EUR
JP	Heavy Fuel Oil	M.EUR
JP	Refinery Gas	M.EUR
JP	Liquefied Petroleum Gases (LPG)	M.EUR
JP	Refinery Feedstocks	M.EUR
JP	Ethane	M.EUR
JP	Naphtha	M.EUR
JP	White Spirit & SBP	M.EUR
JP	Lubricants	M.EUR
JP	Bitumen	M.EUR
JP	Paraffin Waxes	M.EUR
JP	Petroleum Coke	M.EUR
JP	Non-specified Petroleum Products	M.EUR
JP	Nuclear fuel	M.EUR
JP	Plastics, basic	M.EUR
JP	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
JP	N-fertiliser	M.EUR
JP	P- and other fertiliser	M.EUR
JP	Chemicals nec	M.EUR
JP	Charcoal	M.EUR
JP	Additives/Blending Components	M.EUR
JP	Biogasoline	M.EUR
JP	Biodiesels	M.EUR
JP	Other Liquid Biofuels	M.EUR
