region	sector	unit
SE	Copper products	M.EUR
SE	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
SE	Other non-ferrous metal products	M.EUR
SE	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
SE	Foundry work services	M.EUR
SE	Fabricated metal products, except machinery and equipment (28)	M.EUR
SE	Machinery and equipment n.e.c. (29)	M.EUR
SE	Office machinery and computers (30)	M.EUR
SE	Electrical machinery and apparatus n.e.c. (31)	M.EUR
SE	Radio, television and communication equipment and apparatus (32)	M.EUR
SE	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
SE	Motor vehicles, trailers and semi-trailers (34)	M.EUR
SE	Other transport equipment (35)	M.EUR
SE	Furniture; other manufactured goods n.e.c. (36)	M.EUR
SE	Secondary raw materials	M.EUR
SE	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
SE	Electricity by coal	M.EUR
SE	Electricity by gas	M.EUR
SE	Electricity by nuclear	M.EUR
SE	Electricity by hydro	M.EUR
SE	Electricity by wind	M.EUR
SE	Electricity by petroleum and other oil derivatives	M.EUR
SE	Electricity by biomass and waste	M.EUR
SE	Electricity by solar photovoltaic	M.EUR
SE	Electricity by solar thermal	M.EUR
SE	Electricity by tide, wave, ocean	M.EUR
SE	Electricity by Geothermal	M.EUR
SE	Electricity nec	M.EUR
SE	Transmission services of electricity	M.EUR
SE	Distribution and trade services of electricity	M.EUR
SE	Coke oven gas	M.EUR
SE	Blast Furnace Gas	M.EUR
SE	Oxygen Steel Furnace Gas	M.EUR
SE	Gas Works Gas	M.EUR
SE	Biogas	M.EUR
SE	Distribution services of gaseous fuels through mains	M.EUR
SE	Steam and hot water supply services	M.EUR
SE	Collected and purified water, distribution services of water (41)	M.EUR
SE	Construction work (45)	M.EUR
SE	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
SE	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
SE	Retail trade services of motor fuel	M.EUR
SE	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
SE	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
SE	Hotel and restaurant services (55)	M.EUR
SE	Railway transportation services	M.EUR
SE	Other land transportation services	M.EUR
SE	Transportation services via pipelines	M.EUR
SE	Sea and coastal water transportation services	M.EUR
SE	Inland water transportation services	M.EUR
SE	Air transport services (62)	M.EUR
SE	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
SE	Post and telecommunication services (64)	M.EUR
SE	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
SE	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
SE	Services auxiliary to financial intermediation (67)	M.EUR
SE	Real estate services (70)	M.EUR
SE	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
SE	Computer and related services (72)	M.EUR
SE	Research and development services (73)	M.EUR
SE	Other business services (74)	M.EUR
SE	Public administration and defence services; compulsory social security services (75)	M.EUR
SE	Education services (80)	M.EUR
SE	Health and social work services (85)	M.EUR
SE	Food waste for treatment: incineration	M.EUR
SE	Paper waste for treatment: incineration	M.EUR
SE	Plastic waste for treatment: incineration	M.EUR
SE	Intert/metal waste for treatment: incineration	M.EUR
SE	Textiles waste for treatment: incineration	M.EUR
SE	Wood waste for treatment: incineration	M.EUR
SE	Oil/hazardous waste for treatment: incineration	M.EUR
SE	Food waste for treatment: biogasification and land application	M.EUR
SE	Paper waste for treatment: biogasification and land application	M.EUR
SE	Sewage sludge for treatment: biogasification and land application	M.EUR
SE	Food waste for treatment: composting and land application	M.EUR
SE	Paper and wood waste for treatment: composting and land application	M.EUR
SE	Food waste for treatment: waste water treatment	M.EUR
SE	Other waste for treatment: waste water treatment	M.EUR
SE	Food waste for treatment: landfill	M.EUR
SE	Paper for treatment: landfill	M.EUR
SE	Plastic waste for treatment: landfill	M.EUR
SE	Inert/metal/hazardous waste for treatment: landfill	M.EUR
SE	Textiles waste for treatment: landfill	M.EUR
SE	Wood waste for treatment: landfill	M.EUR
SE	Membership organisation services n.e.c. (91)	M.EUR
SE	Recreational, cultural and sporting services (92)	M.EUR
SE	Other services (93)	M.EUR
SE	Private households with employed persons (95)	M.EUR
SE	Extra-territorial organizations and bodies	M.EUR
SI	Paddy rice	M.EUR
SI	Wheat	M.EUR
SI	Cereal grains nec	M.EUR
SI	Vegetables, fruit, nuts	M.EUR
SI	Oil seeds	M.EUR
SI	Sugar cane, sugar beet	M.EUR
SI	Plant-based fibers	M.EUR
SI	Crops nec	M.EUR
SI	Cattle	M.EUR
SI	Pigs	M.EUR
SI	Poultry	M.EUR
SI	Meat animals nec	M.EUR
SI	Animal products nec	M.EUR
SI	Raw milk	M.EUR
SI	Wool, silk-worm cocoons	M.EUR
SI	Manure (conventional treatment)	M.EUR
SI	Manure (biogas treatment)	M.EUR
SI	Products of forestry, logging and related services (02)	M.EUR
SI	Fish and other fishing products; services incidental of fishing (05)	M.EUR
SI	Anthracite	M.EUR
SI	Coking Coal	M.EUR
SI	Other Bituminous Coal	M.EUR
SI	Sub-Bituminous Coal	M.EUR
SI	Patent Fuel	M.EUR
SI	Lignite/Brown Coal	M.EUR
SI	BKB/Peat Briquettes	M.EUR
SI	Peat	M.EUR
SI	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
SI	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
SI	Natural Gas Liquids	M.EUR
SI	Other Hydrocarbons	M.EUR
SI	Uranium and thorium ores (12)	M.EUR
SI	Iron ores	M.EUR
SI	Copper ores and concentrates	M.EUR
SI	Nickel ores and concentrates	M.EUR
SI	Aluminium ores and concentrates	M.EUR
SI	Precious metal ores and concentrates	M.EUR
SI	Lead, zinc and tin ores and concentrates	M.EUR
SI	Other non-ferrous metal ores and concentrates	M.EUR
SI	Stone	M.EUR
SI	Sand and clay	M.EUR
SI	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
SI	Products of meat cattle	M.EUR
SI	Products of meat pigs	M.EUR
SI	Products of meat poultry	M.EUR
SI	Meat products nec	M.EUR
SI	products of Vegetable oils and fats	M.EUR
SI	Dairy products	M.EUR
SI	Processed rice	M.EUR
SI	Sugar	M.EUR
SI	Food products nec	M.EUR
SI	Beverages	M.EUR
SI	Fish products	M.EUR
SI	Tobacco products (16)	M.EUR
SI	Textiles (17)	M.EUR
SI	Wearing apparel; furs (18)	M.EUR
SI	Leather and leather products (19)	M.EUR
SI	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
SI	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
SI	Pulp	M.EUR
SI	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
SI	Paper and paper products	M.EUR
SI	Printed matter and recorded media (22)	M.EUR
SI	Coke Oven Coke	M.EUR
SI	Gas Coke	M.EUR
SI	Coal Tar	M.EUR
SI	Motor Gasoline	M.EUR
SI	Aviation Gasoline	M.EUR
SI	Gasoline Type Jet Fuel	M.EUR
SI	Kerosene Type Jet Fuel	M.EUR
SI	Kerosene	M.EUR
SI	Gas/Diesel Oil	M.EUR
SI	Heavy Fuel Oil	M.EUR
SI	Refinery Gas	M.EUR
SI	Liquefied Petroleum Gases (LPG)	M.EUR
SI	Refinery Feedstocks	M.EUR
SI	Ethane	M.EUR
SI	Naphtha	M.EUR
SI	White Spirit & SBP	M.EUR
SI	Lubricants	M.EUR
SI	Bitumen	M.EUR
SI	Paraffin Waxes	M.EUR
SI	Petroleum Coke	M.EUR
SI	Non-specified Petroleum Products	M.EUR
SI	Nuclear fuel	M.EUR
SI	Plastics, basic	M.EUR
SI	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
SI	N-fertiliser	M.EUR
SI	P- and other fertiliser	M.EUR
SI	Chemicals nec	M.EUR
SI	Charcoal	M.EUR
SI	Additives/Blending Components	M.EUR
SI	Biogasoline	M.EUR
SI	Biodiesels	M.EUR
SI	Other Liquid Biofuels	M.EUR
SI	Rubber and plastic products (25)	M.EUR
SI	Glass and glass products	M.EUR
SI	Secondary glass for treatment, Re-processing of secondary glass into new glass	M.EUR
SI	Ceramic goods	M.EUR
SI	Bricks, tiles and construction products, in baked clay	M.EUR
SI	Cement, lime and plaster	M.EUR
SI	Ash for treatment, Re-processing of ash into clinker	M.EUR
SI	Other non-metallic mineral products	M.EUR
SI	Basic iron and steel and of ferro-alloys and first products thereof	M.EUR
SI	Secondary steel for treatment, Re-processing of secondary steel into new steel	M.EUR
SI	Precious metals	M.EUR
SI	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	M.EUR
SI	Aluminium and aluminium products	M.EUR
SI	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	M.EUR
SI	Lead, zinc and tin and products thereof	M.EUR
SI	Secondary lead for treatment, Re-processing of secondary lead into new lead	M.EUR
SI	Copper products	M.EUR
SI	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
SI	Other non-ferrous metal products	M.EUR
SI	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
SI	Foundry work services	M.EUR
SI	Fabricated metal products, except machinery and equipment (28)	M.EUR
SI	Machinery and equipment n.e.c. (29)	M.EUR
SI	Office machinery and computers (30)	M.EUR
SI	Electrical machinery and apparatus n.e.c. (31)	M.EUR
SI	Radio, television and communication equipment and apparatus (32)	M.EUR
SI	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
SI	Motor vehicles, trailers and semi-trailers (34)	M.EUR
SI	Other transport equipment (35)	M.EUR
SI	Furniture; other manufactured goods n.e.c. (36)	M.EUR
SI	Secondary raw materials	M.EUR
SI	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
SI	Electricity by coal	M.EUR
SI	Electricity by gas	M.EUR
SI	Electricity by nuclear	M.EUR
SI	Electricity by hydro	M.EUR
SI	Electricity by wind	M.EUR
SI	Electricity by petroleum and other oil derivatives	M.EUR
SI	Electricity by biomass and waste	M.EUR
SI	Electricity by solar photovoltaic	M.EUR
SI	Electricity by solar thermal	M.EUR
SI	Electricity by tide, wave, ocean	M.EUR
SI	Electricity by Geothermal	M.EUR
SI	Electricity nec	M.EUR
SI	Transmission services of electricity	M.EUR
SI	Distribution and trade services of electricity	M.EUR
SI	Coke oven gas	M.EUR
SI	Blast Furnace Gas	M.EUR
SI	Oxygen Steel Furnace Gas	M.EUR
SI	Gas Works Gas	M.EUR
SI	Biogas	M.EUR
SI	Distribution services of gaseous fuels through mains	M.EUR
SI	Steam and hot water supply services	M.EUR
SI	Collected and purified water, distribution services of water (41)	M.EUR
SI	Construction work (45)	M.EUR
SI	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
SI	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
SI	Retail trade services of motor fuel	M.EUR
SI	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
SI	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
SI	Hotel and restaurant services (55)	M.EUR
SI	Railway transportation services	M.EUR
SI	Other land transportation services	M.EUR
SI	Transportation services via pipelines	M.EUR
SI	Sea and coastal water transportation services	M.EUR
SI	Inland water transportation services	M.EUR
SI	Air transport services (62)	M.EUR
SI	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
SI	Post and telecommunication services (64)	M.EUR
SI	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
SI	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
SI	Services auxiliary to financial intermediation (67)	M.EUR
SI	Real estate services (70)	M.EUR
SI	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
SI	Computer and related services (72)	M.EUR
SI	Research and development services (73)	M.EUR
SI	Other business services (74)	M.EUR
SI	Public administration and defence services; compulsory social security services (75)	M.EUR
SI	Education services (80)	M.EUR
SI	Health and social work services (85)	M.EUR
SI	Food waste for treatment: incineration	M.EUR
SI	Paper waste for treatment: incineration	M.EUR
SI	Plastic waste for treatment: incineration	M.EUR
SI	Intert/metal waste for treatment: incineration	M.EUR
SI	Textiles waste for treatment: incineration	M.EUR
SI	Wood waste for treatment: incineration	M.EUR
SI	Oil/hazardous waste for treatment: incineration	M.EUR
SI	Food waste for treatment: biogasification and land application	M.EUR
SI	Paper waste for treatment: biogasification and land application	M.EUR
SI	Sewage sludge for treatment: biogasification and land application	M.EUR
SI	Food waste for treatment: composting and land application	M.EUR
SI	Paper and wood waste for treatment: composting and land application	M.EUR
SI	Food waste for treatment: waste water treatment	M.EUR
SI	Other waste for treatment: waste water treatment	M.EUR
SI	Food waste for treatment: landfill	M.EUR
SI	Paper for treatment: landfill	M.EUR
SI	Plastic waste for treatment: landfill	M.EUR
SI	Inert/metal/hazardous waste for treatment: landfill	M.EUR
SI	Textiles waste for treatment: landfill	M.EUR
SI	Wood waste for treatment: landfill	M.EUR
SI	Membership organisation services n.e.c. (91)	M.EUR
SI	Recreational, cultural and sporting services (92)	M.EUR
SI	Other services (93)	M.EUR
SI	Private households with employed persons (95)	M.EUR
SI	Extra-territorial organizations and bodies	M.EUR
SK	Paddy rice	M.EUR
SK	Wheat	M.EUR
SK	Cereal grains nec	M.EUR
SK	Vegetables, fruit, nuts	M.EUR
SK	Oil seeds	M.EUR
SK	Sugar cane, sugar beet	M.EUR
SK	Plant-based fibers	M.EUR
SK	Crops nec	M.EUR
SK	Cattle	M.EUR
SK	Pigs	M.EUR
SK	Poultry	M.EUR
SK	Meat animals nec	M.EUR
SK	Animal products nec	M.EUR
SK	Raw milk	M.EUR
SK	Wool, silk-worm cocoons	M.EUR
SK	Manure (conventional treatment)	M.EUR
SK	Manure (biogas treatment)	M.EUR
SK	Products of forestry, logging and related services (02)	M.EUR
SK	Fish and other fishing products; services incidental of fishing (05)	M.EUR
SK	Anthracite	M.EUR
SK	Coking Coal	M.EUR
SK	Other Bituminous Coal	M.EUR
SK	Sub-Bituminous Coal	M.EUR
SK	Patent Fuel	M.EUR
SK	Lignite/Brown Coal	M.EUR
SK	BKB/Peat Briquettes	M.EUR
SK	Peat	M.EUR
SK	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
SK	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
SK	Natural Gas Liquids	M.EUR
SK	Other Hydrocarbons	M.EUR
SK	Uranium and thorium ores (12)	M.EUR
SK	Iron ores	M.EUR
SK	Copper ores and concentrates	M.EUR
SK	Nickel ores and concentrates	M.EUR
SK	Aluminium ores and concentrates	M.EUR
SK	Precious metal ores and concentrates	M.EUR
SK	Lead, zinc and tin ores and concentrates	M.EUR
SK	Other non-ferrous metal ores and concentrates	M.EUR
SK	Stone	M.EUR
SK	Sand and clay	M.EUR
SK	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
SK	Products of meat cattle	M.EUR
SK	Products of meat pigs	M.EUR
SK	Products of meat poultry	M.EUR
SK	Meat products nec	M.EUR
SK	products of Vegetable oils and fats	M.EUR
SK	Dairy products	M.EUR
SK	Processed rice	M.EUR
SK	Sugar	M.EUR
SK	Food products nec	M.EUR
SK	Beverages	M.EUR
SK	Fish products	M.EUR
SK	Tobacco products (16)	M.EUR
SK	Textiles (17)	M.EUR
SK	Wearing apparel; furs (18)	M.EUR
SK	Leather and leather products (19)	M.EUR
SK	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
SK	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
SK	Pulp	M.EUR
SK	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
SK	Paper and paper products	M.EUR
SK	Printed matter and recorded media (22)	M.EUR
SK	Coke Oven Coke	M.EUR
SK	Gas Coke	M.EUR
SK	Coal Tar	M.EUR
SK	Motor Gasoline	M.EUR
SK	Aviation Gasoline	M.EUR
SK	Gasoline Type Jet Fuel	M.EUR
SK	Kerosene Type Jet Fuel	M.EUR
SK	Kerosene	M.EUR
SK	Gas/Diesel Oil	M.EUR
SK	Heavy Fuel Oil	M.EUR
SK	Refinery Gas	M.EUR
SK	Liquefied Petroleum Gases (LPG)	M.EUR
SK	Refinery Feedstocks	M.EUR
SK	Ethane	M.EUR
SK	Naphtha	M.EUR
SK	White Spirit & SBP	M.EUR
SK	Lubricants	M.EUR
SK	Bitumen	M.EUR
SK	Paraffin Waxes	M.EUR
SK	Petroleum Coke	M.EUR
SK	Non-specified Petroleum Products	M.EUR
SK	Nuclear fuel	M.EUR
SK	Plastics, basic	M.EUR
SK	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
SK	N-fertiliser	M.EUR
SK	P- and other fertiliser	M.EUR
SK	Chemicals nec	M.EUR
SK	Charcoal	M.EUR
SK	Additives/Blending Components	M.EUR
SK	Biogasoline	M.EUR
SK	Biodiesels	M.EUR
SK	Other Liquid Biofuels	M.EUR
SK	Rubber and plastic products (25)	M.EUR
SK	Glass and glass products	M.EUR
SK	Secondary glass for treatment, Re-processing of secondary glass into new glass	M.EUR
SK	Ceramic goods	M.EUR
SK	Bricks, tiles and construction products, in baked clay	M.EUR
SK	Cement, lime and plaster	M.EUR
SK	Ash for treatment, Re-processing of ash into clinker	M.EUR
SK	Other non-metallic mineral products	M.EUR
SK	Basic iron and steel and of ferro-alloys and first products thereof	M.EUR
SK	Secondary steel for treatment, Re-processing of secondary steel into new steel	M.EUR
SK	Precious metals	M.EUR
SK	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	M.EUR
SK	Aluminium and aluminium products	M.EUR
SK	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	M.EUR
SK	Lead, zinc and tin and products thereof	M.EUR
SK	Secondary lead for treatment, Re-processing of secondary lead into new lead	M.EUR
SK	Copper products	M.EUR
SK	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
SK	Other non-ferrous metal products	M.EUR
SK	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
SK	Foundry work services	M.EUR
SK	Fabricated metal products, except machinery and equipment (28)	M.EUR
SK	Machinery and equipment n.e.c. (29)	M.EUR
SK	Office machinery and computers (30)	M.EUR
SK	Electrical machinery and apparatus n.e.c. (31)	M.EUR
SK	Radio, television and communication equipment and apparatus (32)	M.EUR
SK	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
SK	Motor vehicles, trailers and semi-trailers (34)	M.EUR
SK	Other transport equipment (35)	M.EUR
SK	Furniture; other manufactured goods n.e.c. (36)	M.EUR
SK	Secondary raw materials	M.EUR
SK	Bottles for treatment, Recycling of bottles by direct reuse	M.EUR
SK	Electricity by coal	M.EUR
SK	Electricity by gas	M.EUR
SK	Electricity by nuclear	M.EUR
SK	Electricity by hydro	M.EUR
SK	Electricity by wind	M.EUR
SK	Electricity by petroleum and other oil derivatives	M.EUR
SK	Electricity by biomass and waste	M.EUR
SK	Electricity by solar photovoltaic	M.EUR
SK	Electricity by solar thermal	M.EUR
SK	Electricity by tide, wave, ocean	M.EUR
SK	Electricity by Geothermal	M.EUR
SK	Electricity nec	M.EUR
SK	Transmission services of electricity	M.EUR
SK	Distribution and trade services of electricity	M.EUR
SK	Coke oven gas	M.EUR
SK	Blast Furnace Gas	M.EUR
SK	Oxygen Steel Furnace Gas	M.EUR
SK	Gas Works Gas	M.EUR
SK	Biogas	M.EUR
SK	Distribution services of gaseous fuels through mains	M.EUR
SK	Steam and hot water supply services	M.EUR
SK	Collected and purified water, distribution services of water (41)	M.EUR
SK	Construction work (45)	M.EUR
SK	Secondary construction material for treatment, Re-processing of secondary construction material into aggregates	M.EUR
SK	Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries	M.EUR
SK	Retail trade services of motor fuel	M.EUR
SK	Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)	M.EUR
SK	Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)	M.EUR
SK	Hotel and restaurant services (55)	M.EUR
SK	Railway transportation services	M.EUR
SK	Other land transportation services	M.EUR
SK	Transportation services via pipelines	M.EUR
SK	Sea and coastal water transportation services	M.EUR
SK	Inland water transportation services	M.EUR
SK	Air transport services (62)	M.EUR
SK	Supporting and auxiliary transport services; travel agency services (63)	M.EUR
SK	Post and telecommunication services (64)	M.EUR
SK	Financial intermediation services, except insurance and pension funding services (65)	M.EUR
SK	Insurance and pension funding services, except compulsory social security services (66)	M.EUR
SK	Services auxiliary to financial intermediation (67)	M.EUR
SK	Real estate services (70)	M.EUR
SK	Renting services of machinery and equipment without operator and of personal and household goods (71)	M.EUR
SK	Computer and related services (72)	M.EUR
SK	Research and development services (73)	M.EUR
SK	Other business services (74)	M.EUR
SK	Public administration and defence services; compulsory social security services (75)	M.EUR
SK	Education services (80)	M.EUR
SK	Health and social work services (85)	M.EUR
SK	Food waste for treatment: incineration	M.EUR
SK	Paper waste for treatment: incineration	M.EUR
SK	Plastic waste for treatment: incineration	M.EUR
SK	Intert/metal waste for treatment: incineration	M.EUR
SK	Textiles waste for treatment: incineration	M.EUR
SK	Wood waste for treatment: incineration	M.EUR
SK	Oil/hazardous waste for treatment: incineration	M.EUR
SK	Food waste for treatment: biogasification and land application	M.EUR
SK	Paper waste for treatment: biogasification and land application	M.EUR
SK	Sewage sludge for treatment: biogasification and land application	M.EUR
SK	Food waste for treatment: composting and land application	M.EUR
SK	Paper and wood waste for treatment: composting and land application	M.EUR
SK	Food waste for treatment: waste water treatment	M.EUR
SK	Other waste for treatment: waste water treatment	M.EUR
SK	Food waste for treatment: landfill	M.EUR
SK	Paper for treatment: landfill	M.EUR
SK	Plastic waste for treatment: landfill	M.EUR
SK	Inert/metal/hazardous waste for treatment: landfill	M.EUR
SK	Textiles waste for treatment: landfill	M.EUR
SK	Wood waste for treatment: landfill	M.EUR
SK	Membership organisation services n.e.c. (91)	M.EUR
SK	Recreational, cultural and sporting services (92)	M.EUR
SK	Other services (93)	M.EUR
SK	Private households with employed persons (95)	M.EUR
SK	Extra-territorial organizations and bodies	M.EUR
GB	Paddy rice	M.EUR
GB	Wheat	M.EUR
GB	Cereal grains nec	M.EUR
GB	Vegetables, fruit, nuts	M.EUR
GB	Oil seeds	M.EUR
GB	Sugar cane, sugar beet	M.EUR
GB	Plant-based fibers	M.EUR
GB	Crops nec	M.EUR
GB	Cattle	M.EUR
GB	Pigs	M.EUR
GB	Poultry	M.EUR
GB	Meat animals nec	M.EUR
GB	Animal products nec	M.EUR
GB	Raw milk	M.EUR
GB	Wool, silk-worm cocoons	M.EUR
GB	Manure (conventional treatment)	M.EUR
GB	Manure (biogas treatment)	M.EUR
GB	Products of forestry, logging and related services (02)	M.EUR
GB	Fish and other fishing products; services incidental of fishing (05)	M.EUR
GB	Anthracite	M.EUR
GB	Coking Coal	M.EUR
GB	Other Bituminous Coal	M.EUR
GB	Sub-Bituminous Coal	M.EUR
GB	Patent Fuel	M.EUR
GB	Lignite/Brown Coal	M.EUR
GB	BKB/Peat Briquettes	M.EUR
GB	Peat	M.EUR
GB	Crude petroleum and services related to crude oil extraction, excluding surveying	M.EUR
GB	Natural gas and services related to natural gas extraction, excluding surveying	M.EUR
GB	Natural Gas Liquids	M.EUR
GB	Other Hydrocarbons	M.EUR
GB	Uranium and thorium ores (12)	M.EUR
GB	Iron ores	M.EUR
GB	Copper ores and concentrates	M.EUR
GB	Nickel ores and concentrates	M.EUR
GB	Aluminium ores and concentrates	M.EUR
GB	Precious metal ores and concentrates	M.EUR
GB	Lead, zinc and tin ores and concentrates	M.EUR
GB	Other non-ferrous metal ores and concentrates	M.EUR
GB	Stone	M.EUR
GB	Sand and clay	M.EUR
GB	Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.	M.EUR
GB	Products of meat cattle	M.EUR
GB	Products of meat pigs	M.EUR
GB	Products of meat poultry	M.EUR
GB	Meat products nec	M.EUR
GB	products of Vegetable oils and fats	M.EUR
GB	Dairy products	M.EUR
GB	Processed rice	M.EUR
GB	Sugar	M.EUR
GB	Food products nec	M.EUR
GB	Beverages	M.EUR
GB	Fish products	M.EUR
GB	Tobacco products (16)	M.EUR
GB	Textiles (17)	M.EUR
GB	Wearing apparel; furs (18)	M.EUR
GB	Leather and leather products (19)	M.EUR
GB	Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)	M.EUR
GB	Wood material for treatment, Re-processing of secondary wood material into new wood material	M.EUR
GB	Pulp	M.EUR
GB	Secondary paper for treatment, Re-processing of secondary paper into new pulp	M.EUR
GB	Paper and paper products	M.EUR
GB	Printed matter and recorded media (22)	M.EUR
GB	Coke Oven Coke	M.EUR
GB	Gas Coke	M.EUR
GB	Coal Tar	M.EUR
GB	Motor Gasoline	M.EUR
GB	Aviation Gasoline	M.EUR
GB	Gasoline Type Jet Fuel	M.EUR
GB	Kerosene Type Jet Fuel	M.EUR
GB	Kerosene	M.EUR
GB	Gas/Diesel Oil	M.EUR
GB	Heavy Fuel Oil	M.EUR
GB	Refinery Gas	M.EUR
GB	Liquefied Petroleum Gases (LPG)	M.EUR
GB	Refinery Feedstocks	M.EUR
GB	Ethane	M.EUR
GB	Naphtha	M.EUR
GB	White Spirit & SBP	M.EUR
GB	Lubricants	M.EUR
GB	Bitumen	M.EUR
GB	Paraffin Waxes	M.EUR
GB	Petroleum Coke	M.EUR
GB	Non-specified Petroleum Products	M.EUR
GB	Nuclear fuel	M.EUR
GB	Plastics, basic	M.EUR
GB	Secondary plastic for treatment, Re-processing of secondary plastic into new plastic	M.EUR
GB	N-fertiliser	M.EUR
GB	P- and other fertiliser	M.EUR
GB	Chemicals nec	M.EUR
GB	Charcoal	M.EUR
GB	Additives/Blending Components	M.EUR
GB	Biogasoline	M.EUR
GB	Biodiesels	M.EUR
GB	Other Liquid Biofuels	M.EUR
GB	Rubber and plastic products (25)	M.EUR
GB	Glass and glass products	M.EUR
GB	Secondary glass for treatment, Re-processing of secondary glass into new glass	M.EUR
GB	Ceramic goods	M.EUR
GB	Bricks, tiles and construction products, in baked clay	M.EUR
GB	Cement, lime and plaster	M.EUR
GB	Ash for treatment, Re-processing of ash into clinker	M.EUR
GB	Other non-metallic mineral products	M.EUR
GB	Basic iron and steel and of ferro-alloys and first products thereof	M.EUR
GB	Secondary steel for treatment, Re-processing of secondary steel into new steel	M.EUR
GB	Precious metals	M.EUR
GB	Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals	M.EUR
GB	Aluminium and aluminium products	M.EUR
GB	Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium	M.EUR
GB	Lead, zinc and tin and products thereof	M.EUR
GB	Secondary lead for treatment, Re-processing of secondary lead into new lead	M.EUR
GB	Copper products	M.EUR
GB	Secondary copper for treatment, Re-processing of secondary copper into new copper	M.EUR
GB	Other non-ferrous metal products	M.EUR
GB	Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals	M.EUR
GB	Foundry work services	M.EUR
GB	Fabricated metal products, except machinery and equipment (28)	M.EUR
GB	Machinery and equipment n.e.c. (29)	M.EUR
GB	Office machinery and computers (30)	M.EUR
GB	Electrical machinery and apparatus n.e.c. (31)	M.EUR
GB	Radio, television and communication equipment and apparatus (32)	M.EUR
GB	Medical, precision and optical instruments, watches and clocks (33)	M.EUR
GB	Motor vehicles, trailers and semi-trailers (34)	M.EUR
GB	Other transport equipment (35)	M.EUR
GB	Furniture; other manufactured goods n.e.c. (36)	M.EUR
GB	Secondary raw materials	M.EUR
